invoice_id,date,amount,vendor_id,vendor_name,status,po_number
INV_045,2026-08-04,4671.82,VEND_18,Rekall Solutions,PAID,PO-4972
INV_046,2026-08-01,3382.19,VEND_34,Omni Consumer,PENDING,PO-6411
INV_047,2026-08-03,2093.85,VEND_31,Frobozz Electric,PAID,PO-5676
INV_048,2026-08-20,389.9,VEND_06,Initech Solutions,PAID,PO-7846
INV_049,2026-08-01,4689.38,VEND_19,Massive Dynamic,PAID,PO-6489
INV_050,2026-08-10,896.22,VEND_30,Multi Corp,PAID,PO-5833
INV_051,2026-08-12,4152.25,VEND_33,Momcorp Industries,PAID,PO-3303
INV_052,2026-08-12,1685.65,VEND_16,Sterling Cooper,PAID,PO-6400
INV_053,2026-08-08,2954.06,VEND_37,Lestrade & Co,PAID,PO-2936
INV_054,2026-08-21,3872.22,VEND_08,Soylent Industries,PAID,PO-3188
INV_055,2026-08-12,850.61,VEND_39,Pawnee Power,PAID,PO-5054
INV_056,2026-08-19,3798.22,VEND_06,Initech Solutions,PAID,PO-2838
INV_057,2026-07-31,4160.99,VEND_33,Momcorp Industries,PAID,PO-9525
INV_058,2026-08-10,669.58,VEND_14,Los Pollos Dist.,PENDING,PO-1911
INV_059,2026-08-11,746.53,VEND_27,Dharma Provisions,PAID,PO-1356
INV_060,2026-08-12,1346.84,VEND_01,ACME Corp,PENDING,PO-6644
INV_061,2026-08-19,412.42,VEND_04,Wayne Enterprises,PAID,PO-3218
INV_062,2026-08-21,3243.47,VEND_27,Dharma Provisions,PENDING,PO-2314
INV_063,2026-08-02,974.52,VEND_35, Freight,PAID,PO-1372
INV_064,2026-08-08,2368.72,VEND_35, Freight,PAID,PO-8546
INV_065,2026-07-27,1279.26,VEND_05,Cyberdyne Systems,PAID,PO-5009
INV_066,2026-08-23,316.76,VEND_29,Sirius Cybernetics,PAID,PO-9255
INV_067,2026-08-07,1247.39,VEND_37,Lestrade & Co,PAID,PO-5944
INV_068,2026-08-04,4929.91,VEND_34,Omni Consumer,PAID,PO-7999
INV_069,2026-08-13,2528.54,VEND_23,Delos Hospitality,PAID,PO-7821
INV_070,2026-08-12,831.17,VEND_25,Weyland Industries,PAID,PO-5927
INV_071,2026-08-19,807.32,VEND_30,Multi Corp,PAID,PO-7363
INV_072,2026-08-07,553.07,VEND_13,Bluth Builders,PAID,PO-2192
INV_073,2026-08-03,4042.79,VEND_38,Bachman Electric,PAID,PO-6455
INV_074,2026-08-02,3759.71,VEND_31,Frobozz Electric,PENDING,PO-4921
INV_075,2026-08-15,1675.91,VEND_19,Massive Dynamic,PAID,PO-5285
INV_076,2026-08-23,2400.5,VEND_21,Oceanic Freight,PAID,PO-3390
INV_077,2026-07-30,1377.79,VEND_38,Bachman Electric,PAID,PO-6404
INV_078,2026-08-05,1961.21,VEND_16,Sterling Cooper,PAID,PO-9005
INV_079,2026-08-21,3244.3,VEND_32,Veridian Dynamics,PAID,PO-3293
INV_080,2026-08-16,265.74,VEND_05,Cyberdyne Systems,PENDING,PO-3252
INV_081,2026-08-18,1234.02,VEND_10,Dunder Supplies,PAID,PO-8916
INV_082,2026-08-21,2490.49,VEND_01,ACME Corp,PAID,PO-9777
INV_083,2026-08-09,184.0,VEND_28,InGen Biotech,PAID,PO-4948
INV_084,2026-08-03,3136.93,VEND_17,Nakatomi Trading,PAID,PO-7112
INV_085,2026-08-12,2349.09,VEND_16,Sterling Cooper,PAID,PO-2531
INV_086,2026-08-11,1958.39,VEND_36,Sorin Systems,PAID,PO-9189
INV_087,2026-08-17,3324.74,VEND_12,Hooli Services,PAID,PO-7525
INV_088,2026-07-28,578.66,VEND_15,Prestige Worldwide,PENDING,PO-6347
INV_089,2026-07-28,3207.2,VEND_29,Sirius Cybernetics,PENDING,PO-4043
INV_090,2026-08-20,2970.79,VEND_25,Weyland Industries,PAID,PO-2344
INV_091,2026-08-08,855.68,VEND_10,Dunder Supplies,PAID,PO-1085
INV_092,2026-08-06,2279.21,VEND_18,Rekall Solutions,PENDING,PO-9395
INV_093,2026-08-09,606.14,VEND_06,Initech Solutions,PAID,PO-7311
INV_094,2026-07-27,1530.05,VEND_25,Weyland Industries,PAID,PO-9537
INV_095,2026-08-02,3458.05,VEND_11,Pied Piper Tech,PAID,PO-2036
INV_096,2026-08-07,1333.33,VEND_16,Sterling Cooper,PAID,PO-8501
INV_097,2026-08-08,4039.97,VEND_22,Wernham Hogg,PAID,PO-5922
INV_098,2026-08-07,3055.74,VEND_13,Bluth Builders,PAID,PO-5775
INV_099,2026-08-20,3505.29,VEND_32,Veridian Dynamics,PAID,PO-7437
INV_100,2026-08-04,3440.39,VEND_36,Sorin Systems,PENDING,PO-5773
INV_101,2026-08-20,438.88,VEND_27,Dharma Provisions,PAID,PO-5139
INV_102,2026-08-17,855.3,VEND_28,InGen Biotech,PENDING,PO-7566
INV_103,2026-07-30,3867.87,VEND_23,Delos Hospitality,PENDING,PO-6432
INV_104,2026-08-21,2209.23,VEND_01,ACME Corp,PAID,PO-8303
INV_105,2026-08-11,2016.56,VEND_38,Bachman Electric,PENDING,PO-2712
INV_106,2026-08-01,1806.81,VEND_22,Wernham Hogg,PAID,PO-8801
INV_107,2026-08-03,2247.01,VEND_29,Sirius Cybernetics,PAID,PO-6620
INV_108,2026-08-16,635.88,VEND_11,Pied Piper Tech,PAID,PO-6422
INV_109,2026-08-16,2189.21,VEND_30,Multi Corp,PAID,PO-8080
INV_110,2026-08-09,243.04,VEND_40,Gekko Capital,PAID,PO-4519
INV_111,2026-08-14,1016.1,VEND_21,Oceanic Freight,PAID,PO-7367
INV_112,2026-08-18,945.38,VEND_20,Buy n Large Corp,PAID,PO-2931
INV_113,2026-08-04,1596.36,VEND_12,Hooli Services,PENDING,PO-3258
INV_114,2026-08-17,1980.18,VEND_12,Hooli Services,PAID,PO-9022
INV_115,2026-08-07,787.45,VEND_21,Oceanic Freight,PAID,PO-8939
INV_116,2026-08-01,1056.13,VEND_25,Weyland Industries,PENDING,PO-7809
INV_117,2026-08-21,4215.47,VEND_32,Veridian Dynamics,PAID,PO-1535
INV_118,2026-08-05,1201.73,VEND_19,Massive Dynamic,PAID,PO-2871
INV_119,2026-08-23,3623.0,VEND_35, Freight,PAID,PO-1528
INV_120,2026-08-02,4046.66,VEND_37,Lestrade & Co,PAID,PO-6302
INV_121,2026-08-22,1533.91,VEND_37,Lestrade & Co,PAID,PO-7743
INV_122,2026-07-30,4963.18,VEND_09,Vandelay Trading,PAID,PO-7434
INV_123,2026-08-15,796.64,VEND_18,Rekall Solutions,PAID,PO-7600
INV_124,2026-08-16,3774.03,VEND_24,Tyrell Systems,PAID,PO-8511
INV_125,2026-08-10,1167.37,VEND_28,InGen Biotech,PAID,PO-6533
INV_126,2026-08-11,179.78,VEND_11,Pied Piper Tech,PAID,PO-3161
INV_127,2026-08-20,1579.14,VEND_18,Rekall Solutions,PAID,PO-3711
INV_128,2026-08-12,3311.88,VEND_07,Umbrella Corp,PAID,PO-9510
INV_129,2026-08-13,3500.75,VEND_31,Frobozz Electric,PAID,PO-6133
INV_130,2026-07-31,3243.72,VEND_10,Dunder Supplies,PAID,PO-8210
INV_131,2026-08-10,3639.92,VEND_10,Dunder Supplies,PAID,PO-2646
INV_132,2026-08-01,3786.98,VEND_38,Bachman Electric,PAID,PO-3290
INV_133,2026-08-03,1457.14,VEND_06,Initech Solutions,PAID,PO-1439
INV_134,2026-08-18,4391.55,VEND_14,Los Pollos Dist.,PAID,PO-1894
INV_135,2026-08-22,4499.77,VEND_16,Sterling Cooper,PAID,PO-9655
INV_136,2026-08-24,457.66,VEND_38,Bachman Electric,PAID,PO-7520
INV_137,2026-08-13,1503.79,VEND_33,Momcorp Industries,PAID,PO-9791
INV_138,2026-08-16,3118.63,VEND_18,Rekall Solutions,PAID,PO-9788
INV_139,2026-08-09,2014.58,VEND_05,Cyberdyne Systems,PAID,PO-5005
INV_140,2026-07-31,4630.68,VEND_08,Soylent Industries,PAID,PO-2956
INV_141,2026-08-14,2634.39,VEND_17,Nakatomi Trading,PAID,PO-1480
INV_142,2026-08-06,4054.83,VEND_18,Rekall Solutions,PAID,PO-9128
INV_143,2026-08-13,2602.83,VEND_04,Wayne Enterprises,PAID,PO-2685
INV_144,2026-08-18,3403.19,VEND_08,Soylent Industries,PAID,PO-5006
INV_145,2026-07-30,2809.04,VEND_27,Dharma Provisions,PAID,PO-2276
INV_146,2026-08-14,1926.76,VEND_33,Momcorp Industries,PAID,PO-7568
INV_147,2026-08-02,4397.26,VEND_19,Massive Dynamic,PENDING,PO-1130
INV_148,2026-08-10,1083.29,VEND_37,Lestrade & Co,PENDING,PO-7033
INV_149,2026-08-07,837.78,VEND_27,Dharma Provisions,PAID,PO-1023
INV_150,2026-08-23,3320.79,VEND_20,Buy n Large Corp,PENDING,PO-9061
INV_151,2026-07-31,4865.54,VEND_10,Dunder Supplies,PENDING,PO-7102
INV_152,2026-08-11,4875.32,VEND_06,Initech Solutions,PAID,PO-2020
INV_153,2026-08-11,3345.98,VEND_09,Vandelay Trading,PENDING,PO-6345
INV_154,2026-08-06,2318.51,VEND_15,Prestige Worldwide,PAID,PO-3546
INV_155,2026-08-01,905.44,VEND_30,Multi Corp,PAID,PO-8404
INV_156,2026-08-08,826.79,VEND_16,Sterling Cooper,PAID,PO-3848
INV_157,2026-07-31,4765.27,VEND_29,Sirius Cybernetics,PENDING,PO-2669
INV_158,2026-08-07,740.5,VEND_26,Primatech Paper,PAID,PO-2228
INV_159,2026-07-29,923.15,VEND_37,Lestrade & Co,PAID,PO-7270
INV_160,2026-08-18,2190.65,VEND_23,Delos Hospitality,PAID,PO-1567
INV_161,2026-08-15,3133.97,VEND_16,Sterling Cooper,PENDING,PO-1999
INV_162,2026-07-29,1470.9,VEND_09,Vandelay Trading,PAID,PO-9907
INV_163,2026-08-21,195.7,VEND_25,Weyland Industries,PENDING,PO-6636
INV_164,2026-08-14,2561.73,VEND_25,Weyland Industries,PAID,PO-1480
INV_165,2026-08-21,3914.84,VEND_04,Wayne Enterprises,PAID,PO-3615
INV_166,2026-08-10,1838.54,VEND_12,Hooli Services,PAID,PO-6761
INV_167,2026-08-14,2756.41,VEND_12,Hooli Services,PAID,PO-1326
INV_168,2026-08-09,3612.99,VEND_21,Oceanic Freight,PAID,PO-9622
INV_169,2026-08-11,4806.74,VEND_24,Tyrell Systems,PAID,PO-5944
INV_170,2026-08-11,3280.98,VEND_12,Hooli Services,PAID,PO-4657
INV_171,2026-08-19,2985.86,VEND_12,Hooli Services,PAID,PO-3911
INV_172,2026-08-07,3234.27,VEND_07,Umbrella Corp,PAID,PO-6682
INV_173,2026-08-08,922.65,VEND_06,Initech Solutions,PENDING,PO-1186
INV_174,2026-08-22,106.28,VEND_25,Weyland Industries,PENDING,PO-9078
INV_175,2026-08-08,1821.03,VEND_25,Weyland Industries,PAID,PO-3664
INV_176,2026-08-14,461.18,VEND_03,Stark Logistics,PAID,PO-6600
INV_177,2026-08-05,4450.86,VEND_11,Pied Piper Tech,PAID,PO-8909
INV_178,2026-08-22,251.87,VEND_11,Pied Piper Tech,PAID,PO-4367
INV_179,2026-08-04,2105.47,VEND_36,Sorin Systems,PAID,PO-4891
INV_180,2026-08-03,343.21,VEND_37,Lestrade & Co,PAID,PO-1062
INV_181,2026-08-12,529.38,VEND_39,Pawnee Power,PAID,PO-5781
INV_182,2026-07-30,2420.5,VEND_08,Soylent Industries,PAID,PO-2493
INV_183,2026-08-17,2766.22,VEND_12,Hooli Services,PAID,PO-5313
INV_184,2026-08-13,2378.78,VEND_15,Prestige Worldwide,PAID,PO-2404
INV_185,2026-08-17,1784.58,VEND_35, Freight,PAID,PO-7342
INV_186,2026-08-15,2151.3,VEND_35, Freight,PENDING,PO-5896
INV_187,2026-08-14,947.11,VEND_11,Pied Piper Tech,PENDING,PO-2283
INV_188,2026-08-21,2233.43,VEND_10,Dunder Supplies,PAID,PO-7358
INV_189,2026-08-17,2047.04,VEND_21,Oceanic Freight,PENDING,PO-2843
INV_190,2026-08-13,4412.67,VEND_27,Dharma Provisions,PENDING,PO-1613
INV_191,2026-08-02,1449.53,VEND_10,Dunder Supplies,PAID,PO-7484
INV_192,2026-08-14,3892.75,VEND_21,Oceanic Freight,PAID,PO-8237
INV_193,2026-08-07,4122.99,VEND_33,Momcorp Industries,PENDING,PO-3222
INV_194,2026-08-23,4271.35,VEND_37,Lestrade & Co,PAID,PO-5087
INV_195,2026-07-29,2336.6,VEND_24,Tyrell Systems,PENDING,PO-3029
INV_196,2026-08-18,249.76,VEND_24,Tyrell Systems,PAID,PO-6640
INV_197,2026-08-03,4204.5,VEND_17,Nakatomi Trading,PAID,PO-7333
INV_198,2026-08-20,1203.05,VEND_14,Los Pollos Dist.,PAID,PO-8767
INV_199,2026-07-31,3272.12,VEND_39,Pawnee Power,PAID,PO-5511
INV_200,2026-08-11,4487.87,VEND_23,Delos Hospitality,PENDING,PO-2676
INV_201,2026-07-29,2606.42,VEND_24,Tyrell Systems,PAID,PO-2771
INV_202,2026-08-07,3314.99,VEND_20,Buy n Large Corp,PAID,PO-7620
INV_203,2026-08-19,1665.97,VEND_09,Vandelay Trading,PAID,PO-7857
INV_204,2026-08-03,1781.52,VEND_15,Prestige Worldwide,PAID,PO-9311
INV_205,2026-08-08,4242.55,VEND_36,Sorin Systems,PAID,PO-3999
INV_206,2026-08-19,4508.0,VEND_06,Initech Solutions,PENDING,PO-6428
INV_207,2026-08-11,1376.74,VEND_19,Massive Dynamic,PAID,PO-8736
INV_208,2026-08-05,2552.34,VEND_25,Weyland Industries,PAID,PO-4281
INV_209,2026-08-09,2105.04,VEND_37,Lestrade & Co,PAID,PO-8988
INV_210,2026-08-07,3192.06,VEND_12,Hooli Services,PAID,PO-4430
INV_211,2026-08-24,3890.36,VEND_37,Lestrade & Co,PAID,PO-8105
INV_212,2026-08-16,2204.11,VEND_28,InGen Biotech,PAID,PO-7112
INV_213,2026-07-30,4470.83,VEND_34,Omni Consumer,PAID,PO-6641
INV_214,2026-08-09,731.76,VEND_25,Weyland Industries,PAID,PO-5885
INV_215,2026-08-08,2334.04,VEND_34,Omni Consumer,PAID,PO-9031
INV_216,2026-08-10,3775.57,VEND_11,Pied Piper Tech,PAID,PO-4460
INV_217,2026-08-23,207.38,VEND_33,Momcorp Industries,PENDING,PO-5190
INV_218,2026-08-24,2720.19,VEND_04,Wayne Enterprises,PAID,PO-2897
INV_219,2026-08-12,2277.14,VEND_08,Soylent Industries,PAID,PO-1152
INV_220,2026-08-05,2162.27,VEND_07,Umbrella Corp,PAID,PO-7862
INV_221,2026-08-03,2606.77,VEND_40,Gekko Capital,PENDING,PO-4254
INV_222,2026-08-10,3546.84,VEND_19,Massive Dynamic,PENDING,PO-6416
INV_223,2026-08-04,113.42,VEND_06,Initech Solutions,PAID,PO-2475
INV_224,2026-08-22,2607.36,VEND_07,Umbrella Corp,PAID,PO-8606
INV_225,2026-08-11,4027.82,VEND_21,Oceanic Freight,PAID,PO-3267
INV_226,2026-08-08,4404.53,VEND_06,Initech Solutions,PENDING,PO-7557
INV_227,2026-08-11,1431.98,VEND_25,Weyland Industries,PAID,PO-2852
INV_228,2026-07-31,3511.23,VEND_04,Wayne Enterprises,PENDING,PO-8178
INV_229,2026-08-20,4869.88,VEND_09,Vandelay Trading,PENDING,PO-1753
INV_230,2026-08-14,3860.89,VEND_37,Lestrade & Co,PAID,PO-8091
INV_231,2026-08-18,3660.59,VEND_31,Frobozz Electric,PAID,PO-1894
INV_232,2026-07-28,3252.65,VEND_11,Pied Piper Tech,PAID,PO-2226
INV_233,2026-08-23,2509.08,VEND_16,Sterling Cooper,PENDING,PO-7607
INV_234,2026-08-04,486.27,VEND_29,Sirius Cybernetics,PENDING,PO-6178
INV_235,2026-07-30,4905.29,VEND_02,Globex Inc,PAID,PO-2489
INV_236,2026-08-04,4237.16,VEND_22,Wernham Hogg,PAID,PO-8414
INV_237,2026-08-01,577.44,VEND_15,Prestige Worldwide,PAID,PO-2741
INV_238,2026-07-29,4494.7,VEND_32,Veridian Dynamics,PAID,PO-5166
INV_239,2026-08-18,1060.02,VEND_08,Soylent Industries,PAID,PO-2765
INV_240,2026-08-14,3326.44,VEND_33,Momcorp Industries,PENDING,PO-8912
INV_241,2026-08-15,3927.3,VEND_12,Hooli Services,PAID,PO-7347
INV_242,2026-08-17,3042.68,VEND_21,Oceanic Freight,PAID,PO-5482
INV_243,2026-08-09,4821.61,VEND_19,Massive Dynamic,PAID,PO-9975
INV_244,2026-08-06,3588.18,VEND_36,Sorin Systems,PAID,PO-6657
INV_245,2026-08-19,750.09,VEND_12,Hooli Services,PAID,PO-6771
INV_246,2026-08-13,2453.81,VEND_37,Lestrade & Co,PAID,PO-7920
INV_247,2026-08-25,162.58,VEND_07,Umbrella Corp,PAID,PO-5374
INV_248,2026-08-24,3949.11,VEND_19,Massive Dynamic,PAID,PO-4342
INV_249,2026-08-20,2751.74,VEND_23,Delos Hospitality,PAID,PO-7371
INV_250,2026-08-04,2603.52,VEND_19,Massive Dynamic,PENDING,PO-7825
INV_251,2026-08-23,4881.53,VEND_21,Oceanic Freight,PAID,PO-8259
INV_252,2026-08-03,4566.28,VEND_24,Tyrell Systems,PAID,PO-4170
INV_253,2026-08-09,2299.19,VEND_05,Cyberdyne Systems,PENDING,PO-1665
INV_254,2026-08-11,1467.65,VEND_17,Nakatomi Trading,PAID,PO-6415
INV_255,2026-08-15,349.19,VEND_40,Gekko Capital,PAID,PO-2194
INV_256,2026-08-21,3567.64,VEND_34,Omni Consumer,PAID,PO-7814
INV_257,2026-08-10,4588.07,VEND_08,Soylent Industries,PAID,PO-9468
INV_258,2026-08-23,1937.29,VEND_33,Momcorp Industries,PAID,PO-9419
INV_259,2026-08-02,4746.24,VEND_11,Pied Piper Tech,PAID,PO-4492
INV_260,2026-08-20,3898.51,VEND_05,Cyberdyne Systems,PAID,PO-1620
INV_261,2026-07-29,458.92,VEND_12,Hooli Services,PAID,PO-5237
INV_262,2026-08-13,2001.36,VEND_26,Primatech Paper,PAID,PO-2036
INV_263,2026-08-20,3755.16,VEND_03,Stark Logistics,PAID,PO-5748
INV_264,2026-08-13,1968.93,VEND_02,Globex Inc,PENDING,PO-9941
INV_265,2026-07-31,703.85,VEND_01,ACME Corp,PAID,PO-5992
INV_266,2026-08-15,2360.2,VEND_36,Sorin Systems,PAID,PO-4234
INV_267,2026-08-22,2944.92,VEND_22,Wernham Hogg,PAID,PO-5671
INV_268,2026-08-15,442.06,VEND_13,Bluth Builders,PAID,PO-3496
INV_269,2026-08-17,2877.62,VEND_21,Oceanic Freight,PAID,PO-8145
INV_270,2026-08-05,4216.54,VEND_09,Vandelay Trading,PENDING,PO-8296
INV_271,2026-08-07,3896.36,VEND_32,Veridian Dynamics,PAID,PO-5597
INV_272,2026-07-29,3664.38,VEND_02,Globex Inc,PENDING,PO-4485
INV_273,2026-07-31,2802.81,VEND_35, Freight,PAID,PO-7430
INV_274,2026-08-04,4468.04,VEND_38,Bachman Electric,PAID,PO-7500
INV_275,2026-08-17,912.63,VEND_33,Momcorp Industries,PAID,PO-8921
INV_276,2026-08-10,298.06,VEND_32,Veridian Dynamics,PAID,PO-4387
INV_277,2026-08-17,4165.27,VEND_17,Nakatomi Trading,PENDING,PO-6985
INV_278,2026-08-17,3301.35,VEND_05,Cyberdyne Systems,PENDING,PO-6781
INV_279,2026-08-10,2485.62,VEND_31,Frobozz Electric,PENDING,PO-3713
INV_280,2026-08-05,477.73,VEND_18,Rekall Solutions,PAID,PO-4773
INV_281,2026-08-12,4074.75,VEND_08,Soylent Industries,PAID,PO-7732
INV_282,2026-07-27,1293.98,VEND_09,Vandelay Trading,PAID,PO-3406
INV_283,2026-07-28,915.07,VEND_12,Hooli Services,PAID,PO-5644
INV_284,2026-07-30,1161.31,VEND_39,Pawnee Power,PAID,PO-3979
INV_285,2026-08-16,3332.28,VEND_17,Nakatomi Trading,PAID,PO-4765
INV_286,2026-08-08,1988.76,VEND_07,Umbrella Corp,PENDING,PO-3450
INV_287,2026-08-15,571.86,VEND_31,Frobozz Electric,PAID,PO-2526
INV_288,2026-08-12,3331.02,VEND_39,Pawnee Power,PENDING,PO-7068
INV_289,2026-07-29,3518.45,VEND_28,InGen Biotech,PAID,PO-2600
INV_290,2026-08-02,1488.01,VEND_35, Freight,PAID,PO-9515
INV_291,2026-07-29,1937.65,VEND_14,Los Pollos Dist.,PAID,PO-3535
INV_292,2026-08-09,3292.72,VEND_17,Nakatomi Trading,PAID,PO-5514
INV_293,2026-08-13,975.73,VEND_36,Sorin Systems,PAID,PO-7522
INV_294,2026-08-22,776.54,VEND_08,Soylent Industries,PAID,PO-4513
INV_295,2026-08-16,2062.75,VEND_22,Wernham Hogg,PAID,PO-7375
INV_296,2026-08-16,125.92,VEND_06,Initech Solutions,PENDING,PO-2444
INV_297,2026-07-30,1389.15,VEND_24,Tyrell Systems,PENDING,PO-9536
INV_298,2026-08-16,2522.41,VEND_01,ACME Corp,PAID,PO-4190
INV_299,2026-07-31,3941.4,VEND_33,Momcorp Industries,PAID,PO-6893
INV_300,2026-08-11,3381.34,VEND_26,Primatech Paper,PAID,PO-5661
INV_301,2026-08-06,1208.85,VEND_13,Bluth Builders,PAID,PO-7670
INV_302,2026-08-16,621.68,VEND_05,Cyberdyne Systems,PAID,PO-9813
INV_303,2026-08-24,2916.98,VEND_29,Sirius Cybernetics,PAID,PO-8517
INV_304,2026-08-19,2357.53,VEND_38,Bachman Electric,PAID,PO-7269
INV_305,2026-08-18,3964.41,VEND_15,Prestige Worldwide,PENDING,PO-6785
INV_306,2026-08-14,2724.69,VEND_17,Nakatomi Trading,PAID,PO-3924
INV_307,2026-08-14,1637.98,VEND_14,Los Pollos Dist.,PENDING,PO-4271
INV_308,2026-08-06,3703.6,VEND_17,Nakatomi Trading,PAID,PO-3555
INV_309,2026-08-24,622.78,VEND_06,Initech Solutions,PAID,PO-8901
INV_310,2026-08-07,3141.27,VEND_32,Veridian Dynamics,PAID,PO-7518
INV_311,2026-08-14,4704.31,VEND_03,Stark Logistics,PENDING,PO-2972
INV_312,2026-08-21,2639.21,VEND_21,Oceanic Freight,PENDING,PO-2650
INV_313,2026-08-08,1871.85,VEND_17,Nakatomi Trading,PENDING,PO-6621
INV_314,2026-08-09,1001.18,VEND_28,InGen Biotech,PAID,PO-7563
INV_315,2026-08-08,2308.57,VEND_37,Lestrade & Co,PAID,PO-4863
INV_316,2026-08-19,832.79,VEND_01,ACME Corp,PAID,PO-8972
INV_317,2026-08-08,1329.77,VEND_37,Lestrade & Co,PAID,PO-4530
INV_318,2026-08-06,2435.04,VEND_07,Umbrella Corp,PAID,PO-5222
INV_319,2026-08-04,2926.58,VEND_35, Freight,PENDING,PO-8322
INV_320,2026-08-02,3238.85,VEND_22,Wernham Hogg,PAID,PO-2296
INV_321,2026-08-03,1783.76,VEND_21,Oceanic Freight,PENDING,PO-5444
INV_322,2026-08-11,3926.77,VEND_24,Tyrell Systems,PENDING,PO-3741
INV_323,2026-08-05,4285.64,VEND_09,Vandelay Trading,PAID,PO-3734
INV_324,2026-08-12,604.75,VEND_05,Cyberdyne Systems,PENDING,PO-9584
INV_325,2026-08-21,4980.47,VEND_07,Umbrella Corp,PAID,PO-4757
INV_326,2026-08-06,3714.21,VEND_29,Sirius Cybernetics,PAID,PO-1575
INV_327,2026-08-17,1848.52,VEND_21,Oceanic Freight,PAID,PO-9987
INV_328,2026-08-10,762.06,VEND_35, Freight,PENDING,PO-9576
INV_329,2026-08-20,3233.69,VEND_20,Buy n Large Corp,PENDING,PO-6044
INV_330,2026-08-10,2119.8,VEND_10,Dunder Supplies,PAID,PO-5698
INV_331,2026-08-12,2721.98,VEND_32,Veridian Dynamics,PAID,PO-4788
INV_332,2026-08-10,2034.29,VEND_11,Pied Piper Tech,PAID,PO-5308
INV_333,2026-08-17,4057.12,VEND_18,Rekall Solutions,PENDING,PO-4080
INV_334,2026-07-30,993.8,VEND_19,Massive Dynamic,PAID,PO-9060
